date,open,high,low,close,volume
2000-04-25,5496.48,5688.98,5440.86,5635.25,66726926
2000-04-26,5664.97,5693.21,5561.16,5597.1,104009265
2000-04-27,5623.59,5660.46,5566.56,5641.95,100888017
2000-04-28,5665.96,5857.59,5638.4,5802.9,123542887
2000-05-01,5849.37,5870.13,5711.79,5780.54,131424737
2000-05-02,5802.0,5842.1,5768.98,5789.82,113509974
2000-05-03,5830.63,6058.43,5772.01,5991.5,88089166
2000-05-04,5993.72,6073.91,5919.6,6041.53,81523529
2000-05-05,6066.58,6087.13,5961.26,5966.35,82862209
2000-05-08,6035.65,6146.69,5992.78,6075.95,134525678
2000-05-09,6086.98,6204.14,6048.66,6166.73,69806690
2000-05-10,6189.82,6260.32,5936.12,6006.19,64305904
2000-05-11,6046.32,6119.84,5881.37,5944.32,112350830
2000-05-12,5880.16,5955.43,5750.44,5791.67,112363359
2000-05-15,5814.96,6039.86,5731.95,5985.19,109401199
2000-05-16,6001.37,6127.87,5926.09,6080.33,123534128
2000-05-17,6072.43,6151.32,5906.46,5948.25,83183955
2000-05-18,5996.77,6067.39,5872.11,5916.64,82111036
2000-05-19,5884.64,5911.96,5709.99,5735.45,92910691
2000-05-22,5789.55,5805.11,5609.69,5643.86,70509175
2000-05-23,5671.82,5708.18,5477.3,5523.52,105804273
2000-05-24,5465.49,5608.93,5401.76,5574.66,143351515
2000-05-25,5510.38,5686.1,5469.51,5636.23,97212267
2000-05-26,5608.99,5684.31,5501.66,5571.96,122238741
2000-05-29,5605.06,5672.55,5584.34,5620.58,79450273
2000-05-30,5589.95,5624.26,5528.17,5585.13,104266464
2000-05-31,5615.18,5809.17,5532.52,5729.9,121688860
2000-06-01,5664.85,5714.04,5623.8,5628.83,136268397
2000-06-02,5619.19,5760.88,5595.18,5742.87,93936531
2000-06-05,5703.13,5768.93,5610.03,5643.88,106581473
2000-06-06,5610.32,5614.71,5424.07,5469.58,96970882
2000-06-07,5433.38,5511.52,5287.02,5292.75,54164775
2000-06-08,5349.86,5354.12,5239.13,5253.36,66941092
2000-06-09,5250.03,5324.8,5091.41,5128.56,84392446
2000-06-12,5161.41,5209.44,5001.14,5058.53,65372341
2000-06-13,5092.26,5117.77,4945.16,4989.52,91870192
2000-06-14,4998.6,5151.4,4927.86,5120.97,76619372
2000-06-15,5068.86,5176.03,5058.84,5126.84,90477742
2000-06-16,5169.94,5212.81,5093.6,5201.08,55512205
2000-06-19,5182.01,5212.45,5119.31,5159.74,95799273
2000-06-20,5099.39,5138.19,5040.49,5074.93,98612055
2000-06-21,5091.45,5247.71,5056.75,5191.86,148488338
2000-06-22,5194.57,5290.9,5122.71,5241.47,114893936
2000-06-23,5237.05,5387.94,5209.95,5339.4,82949803
2000-06-26,5381.78,5453.27,5227.13,5248.31,112372114
2000-06-27,5257.11,5338.72,5216.8,5310.16,93622663
2000-06-28,5269.61,5333.21,5150.45,5178.59,130014570
2000-06-29,5203.6,5206.97,5060.61,5133.75,61490777
2000-06-30,5101.88,5145.5,5053.02,5073.23,113900135
2000-07-03,5091.0,5152.08,5078.79,5088.2,79742165
2000-07-04,5076.52,5127.93,4969.09,4998.33,124285882
2000-07-05,5002.04,5058.65,4953.31,4979.69,144335593
2000-07-06,4974.16,4993.27,4862.57,4916.44,92352128
2000-07-07,4871.55,4938.43,4856.04,4882.04,79042654
2000-07-10,4909.99,4954.42,4788.33,4844.15,130099897
2000-07-11,4818.92,4834.9,4685.55,4703.42,74084236
2000-07-12,4681.1,4750.59,4675.67,4739.53,57318358
2000-07-13,4745.59,4813.0,4683.46,4801.81,115884623
2000-07-14,4756.01,4777.99,4582.47,4616.83,95728776
2000-07-17,4581.85,4646.67,4425.41,4458.52,58770247
2000-07-18,4447.9,4490.72,4328.69,4334.23,70024960
2000-07-19,4366.6,4492.05,4348.7,4484.27,124903294
2000-07-20,4512.73,4595.85,4495.7,4541.51,120138498
2000-07-21,4528.47,4661.79,4487.57,4639.47,107556566
2000-07-24,4617.8,4694.77,4565.93,4651.33,77888820
2000-07-25,4665.34,4673.17,4581.16,4599.46,124087145
2000-07-26,4552.55,4584.57,4376.47,4416.71,89092160
2000-07-27,4367.17,4387.25,4255.75,4311.64,59553585
2000-07-28,4331.04,4494.15,4289.62,4441.19,138742485
2000-07-31,4473.59,4483.27,4375.96,4392.48,69997018
2000-08-01,4435.53,4529.4,4422.64,4522.46,91286958
2000-08-02,4532.77,4684.99,4501.64,4620.96,112907576
2000-08-03,4641.88,4764.07,4605.88,4697.51,116276072
2000-08-04,4690.49,4781.29,4638.19,4718.08,131029073
2000-08-07,4689.82,4757.57,4517.08,4574.82,127201917
2000-08-08,4584.39,4637.51,4397.3,4452.56,127342561
2000-08-09,4403.43,4503.88,4359.63,4471.14,87333543
2000-08-10,4436.96,4502.95,4403.1,4459.67,62246348
2000-08-11,4456.46,4479.44,4423.02,4431.96,71585546
2000-08-14,4413.86,4486.04,4351.15,4465.15,123832717
2000-08-15,4415.5,4433.86,4296.97,4306.36,104247457
2000-08-16,4344.08,4431.05,4287.14,4428.77,112005415
2000-08-17,4419.55,4444.94,4286.97,4336.7,133940940
2000-08-18,4330.67,4349.6,4204.05,4214.16,88658617
2000-08-21,4207.9,4267.58,4146.42,4257.95,131721371
2000-08-22,4288.54,4364.26,4285.55,4342.52,104759583
2000-08-23,4300.12,4487.95,4269.2,4427.13,65766039
2000-08-24,4442.82,4505.13,4330.0,4350.58,144678746
2000-08-25,4326.93,4478.77,4309.47,4413.83,123989546
2000-08-28,4376.18,4416.4,4246.32,4294.95,68321839
2000-08-29,4332.47,4384.26,4246.45,4274.3,118147397
2000-08-30,4250.42,4297.29,4071.43,4123.56,127835998
2000-08-31,4172.94,4184.01,4135.69,4170.34,96321751
2000-09-01,4153.57,4244.27,4095.31,4219.08,75320492
2000-09-04,4267.77,4293.6,4146.64,4200.88,105133300
2000-09-05,4154.87,4261.09,4103.91,4215.88,101818612
2000-09-06,4265.29,4383.33,4253.75,4340.12,54968688
2000-09-07,4301.19,4444.78,4292.78,4421.29,109096899
2000-09-08,4378.81,4489.89,4367.47,4486.65,137883261
2000-09-11,4537.25,4590.94,4402.3,4421.5,133652460
2000-09-12,4441.95,4539.48,4384.83,4481.89,121621574
2000-09-13,4468.98,4517.79,4368.94,4419.82,122613940
2000-09-14,4370.59,4412.77,4198.43,4257.41,80532691
2000-09-15,4282.63,4290.88,4224.33,4265.66,63489853
2000-09-18,4259.9,4368.09,4254.93,4309.48,57532195
2000-09-19,4288.11,4299.31,4221.0,4255.91,125957578
2000-09-20,4274.48,4287.47,4153.28,4192.42,101344226
2000-09-21,4204.47,4262.22,4128.43,4139.09,111894493
2000-09-22,4152.79,4195.02,4086.64,4142.71,112445234
2000-09-25,4182.6,4238.97,4153.72,4227.18,96381032
2000-09-26,4276.65,4338.44,4180.71,4225.11,111315464
2000-09-27,4260.13,4286.02,4151.84,4183.24,81837210
2000-09-28,4171.33,4191.31,4092.03,4136.03,52944682
2000-09-29,4183.48,4242.11,4147.06,4223.19,142046449
2000-10-02,4251.4,4432.13,4203.34,4372.21,88412328
2000-10-03,4401.15,4454.52,4313.96,4329.88,75519083
2000-10-04,4342.44,4436.83,4298.76,4388.76,68358198
2000-10-05,4402.27,4553.33,4380.34,4508.82,109166287
2000-10-06,4458.32,4469.05,4361.64,4422.17,93851498
2000-10-09,4448.44,4459.19,4325.57,4361.87,99104566
2000-10-10,4365.1,4529.49,4346.65,4473.39,114672520
2000-10-11,4523.57,4582.92,4413.63,4467.97,112858374
2000-10-12,4517.6,4583.17,4362.89,4420.23,147202721
2000-10-13,4438.73,4495.38,4373.55,4411.41,62120246
2000-10-16,4442.18,4478.97,4282.03,4312.63,140305496
2000-10-17,4338.4,4364.54,4234.76,4276.49,99858348
2000-10-18,4236.29,4239.95,4113.11,4168.64,125350823
2000-10-19,4151.43,4220.18,4111.11,4178.85,112312933
2000-10-20,4219.91,4247.0,4159.29,4169.82,54994527
2000-10-23,4150.25,4158.17,4092.96,4148.41,68208520
2000-10-24,4137.32,4196.35,4061.79,4105.3,122503409
2000-10-25,4097.33,4168.29,4070.64,4156.89,63290458
2000-10-26,4190.19,4278.82,4171.09,4219.26,142647902
2000-10-27,4206.15,4266.23,4137.77,4191.86,63335151
2000-10-30,4240.25,4297.81,4165.06,4206.49,58126895
2000-10-31,4196.21,4205.74,4065.42,4118.11,111031132
2000-11-01,4077.76,4117.61,3948.89,4007.32,56788532
2000-11-02,4034.9,4044.29,3938.31,3972.82,59208698
2000-11-03,4004.27,4053.46,3955.06,4017.29,81272553
2000-11-06,4000.76,4055.0,3914.04,3916.16,69419691
2000-11-07,3961.98,4019.51,3953.68,3971.54,53460153
2000-11-08,3936.45,3983.42,3867.69,3902.96,52118101
2000-11-09,3872.45,3916.03,3737.82,3768.45,58530615
2000-11-10,3766.3,3859.54,3758.46,3829.13,117624084
2000-11-13,3803.54,3872.11,3751.52,3829.81,138436473
2000-11-14,3831.78,3887.26,3816.85,3822.13,114287863
2000-11-15,3853.99,3861.95,3795.39,3836.94,109533928
2000-11-16,3797.67,3833.06,3696.77,3702.15,86912022
2000-11-17,3713.19,3772.62,3690.83,3732.21,130180577
2000-11-20,3734.95,3769.6,3717.36,3724.58,144191239
2000-11-21,3690.11,3773.62,3658.76,3724.36,78859907
2000-11-22,3718.11,3829.42,3671.64,3804.69,103516659
2000-11-23,3797.02,3822.41,3667.19,3704.77,100237832
2000-11-24,3745.1,3815.02,3738.28,3787.08,61457410
2000-11-27,3750.11,3792.16,3614.43,3659.33,124674816
2000-11-28,3620.69,3752.04,3583.7,3719.89,105137801
2000-11-29,3706.82,3786.19,3658.31,3743.59,146779126
2000-11-30,3703.29,3721.92,3648.78,3656.1,118103759
2000-12-01,3630.9,3678.79,3623.38,3665.04,124660688
2000-12-04,3653.39,3743.7,3608.8,3710.96,125291541
2000-12-05,3753.22,3860.87,3716.37,3824.93,53523729
2000-12-06,3834.93,3912.11,3831.41,3871.25,86677730
2000-12-07,3890.08,3911.2,3843.24,3845.5,69226889
2000-12-08,3851.62,3861.47,3791.63,3828.69,54114726
2000-12-11,3791.18,3820.73,3764.35,3798.11,71127115
2000-12-12,3786.27,3881.74,3753.21,3836.61,61402740
2000-12-13,3871.91,3916.2,3787.26,3791.89,60949687
2000-12-14,3771.15,3836.51,3745.1,3807.79,86663833
2000-12-15,3781.8,3805.44,3773.83,3784.6,141028864
2000-12-18,3800.81,3839.48,3793.37,3797.77,103051354
2000-12-19,3841.92,3855.23,3686.17,3739.29,68419343
2000-12-20,3763.0,3771.43,3686.81,3715.46,107801537
2000-12-21,3686.54,3726.0,3631.66,3660.04,139663907
2000-12-22,3686.94,3734.85,3588.28,3592.28,52515446
2000-12-25,3588.81,3606.89,3474.39,3497.91,104280720
2000-12-26,3515.5,3523.13,3495.33,3498.14,93589647
2000-12-27,3470.59,3589.35,3434.15,3563.8,98567046
2000-12-28,3528.57,3616.01,3496.68,3601.5,120325062
2000-12-29,3565.08,3685.57,3551.84,3644.34,72566390
2001-01-01,3607.29,3665.91,3595.34,3636.12,96892354
2001-01-02,3623.13,3759.44,3613.56,3722.74,63798190
2001-01-03,3691.15,3725.24,3582.34,3624.11,137980930
2001-01-04,3587.17,3719.69,3561.25,3684.3,125663295
2001-01-05,3707.28,3758.81,3663.82,3695.92,135268296
2001-01-08,3739.07,3793.58,3680.6,3699.41,109023966
2001-01-09,3661.08,3678.99,3632.03,3648.39,57539294
2001-01-10,3635.42,3661.58,3538.84,3542.54,99491122
2001-01-11,3570.74,3617.28,3435.16,3480.06,132545028
2001-01-12,3487.92,3519.01,3414.08,3463.74,149176303
2001-01-15,3496.65,3539.46,3451.41,3486.11,93154591
2001-01-16,3494.89,3545.46,3470.31,3495.18,96095437
2001-01-17,3535.64,3570.54,3443.78,3447.46,144975377
2001-01-18,3442.31,3470.13,3420.19,3429.8,100043345
2001-01-19,3464.2,3504.84,3405.21,3440.8,57028380
2001-01-22,3464.69,3500.4,3458.21,3495.31,141050534
2001-01-23,3485.79,3530.58,3384.19,3433.92,130893133
2001-01-24,3464.69,3495.7,3421.3,3430.05,96952151
2001-01-25,3414.42,3481.21,3406.33,3446.39,145138090
2001-01-26,3482.62,3503.39,3401.59,3442.83,67152188
2001-01-29,3456.89,3564.65,3420.81,3525.12,120651318
2001-01-30,3490.73,3554.19,3488.06,3526.43,91455302
2001-01-31,3499.37,3549.2,3413.39,3439.36,80406092
2001-02-01,3480.63,3497.3,3367.91,3408.57,118140959
2001-02-02,3430.73,3546.3,3427.13,3499.71,95199748
2001-02-05,3531.32,3588.91,3521.66,3556.33,74272734
2001-02-06,3584.61,3687.48,3574.22,3642.92,108743530
2001-02-07,3603.02,3642.42,3521.66,3573.69,131952730
2001-02-08,3555.24,3633.55,3525.94,3608.26,91536077
2001-02-09,3648.58,3761.33,3636.49,3710.83,141040800
2001-02-12,3750.65,3887.44,3733.45,3859.67,101254050
2001-02-13,3859.94,3870.94,3828.06,3841.1,131156554
2001-02-14,3807.77,3845.07,3701.24,3750.65,124429198
2001-02-15,3789.74,3868.44,3781.0,3837.81,61257528
2001-02-16,3862.05,3914.68,3799.36,3809.4,108716573
2001-02-19,3772.07,3912.68,3721.8,3864.98,53579612
2001-02-20,3857.08,3879.93,3809.74,3833.12,60952896
2001-02-21,3821.61,3875.11,3666.39,3713.43,137236246
2001-02-22,3698.75,3702.65,3570.23,3620.2,113411827
2001-02-23,3637.23,3676.26,3533.48,3558.41,50704803
2001-02-26,3593.07,3606.1,3480.06,3489.37,147607800
2001-02-27,3498.49,3539.61,3468.64,3482.38,66354208
2001-02-28,3444.58,3485.96,3403.58,3428.01,64879094
2001-03-01,3455.71,3484.3,3422.28,3455.68,127181563
2001-03-02,3434.28,3457.37,3329.19,3360.83,82287985
2001-03-05,3366.53,3400.83,3276.65,3303.37,98399417
2001-03-06,3269.1,3299.93,3220.61,3274.21,124377016
2001-03-07,3236.52,3312.76,3216.74,3309.01,100103798
2001-03-08,3289.45,3328.7,3176.41,3193.97,148373678
2001-03-09,3206.01,3234.67,3093.87,3129.77,67905932
2001-03-12,3095.55,3142.26,3086.14,3104.09,141896538
2001-03-13,3101.46,3168.13,3063.41,3137.82,58469210
2001-03-14,3154.09,3241.39,3143.29,3238.04,76772387
2001-03-15,3268.02,3284.35,3211.58,3231.86,122884346
2001-03-16,3229.8,3261.71,3125.4,3140.0,56416148
2001-03-19,3167.57,3174.87,3117.32,3135.62,103690013
2001-03-20,3153.93,3248.33,3107.83,3228.61,116599269
2001-03-21,3243.5,3282.61,3203.63,3217.68,61087928
2001-03-22,3235.22,3265.1,3114.3,3153.48,123212334
2001-03-23,3137.87,3154.36,3048.39,3063.05,109849800
2001-03-26,3070.6,3102.84,3039.87,3056.98,55684813
2001-03-27,3073.63,3179.19,3052.7,3149.53,135828117
2001-03-28,3185.82,3276.63,3154.78,3271.43,98762794
2001-03-29,3272.46,3330.89,3269.35,3321.53,131547054
2001-03-30,3335.73,3343.5,3310.32,3323.35,136592295
2001-04-02,3312.69,3341.59,3258.9,3289.41,141142166
2001-04-03,3285.45,3308.24,3254.75,3260.02,68481124
2001-04-04,3262.32,3294.68,3229.01,3242.36,65226815
2001-04-05,3205.47,3231.14,3101.85,3145.09,65805613
2001-04-06,3127.11,3148.91,3036.06,3082.13,88329479
2001-04-09,3096.48,3199.97,3088.84,3189.12,59939096
2001-04-10,3185.45,3284.33,3179.8,3261.65,141526995
2001-04-11,3298.25,3429.11,3262.66,3394.54,123819367
2001-04-12,3397.97,3522.43,3361.2,3477.76,143981837
2001-04-13,3489.25,3578.71,3481.37,3550.74,76975128
2001-04-16,3575.63,3603.03,3498.97,3519.15,126809773
2001-04-17,3508.08,3602.35,3475.19,3571.99,61571646
2001-04-18,3534.76,3573.28,3487.02,3513.16,105135987
2001-04-19,3535.86,3610.11,3484.24,3604.46,136213226
2001-04-20,3567.62,3596.17,3551.9,3560.31,123994695
2001-04-23,3572.25,3624.09,3480.35,3504.08,57437386
2001-04-24,3531.95,3553.15,3521.89,3535.79,145204947
2001-04-25,3512.49,3635.74,3496.27,3606.8,60584397
2001-04-26,3585.21,3644.94,3576.91,3614.26,90644430
2001-04-27,3624.19,3659.69,3503.67,3535.78,127933054
2001-04-30,3506.44,3578.59,3473.92,3539.83,125647532
2001-05-01,3500.85,3583.27,3450.95,3577.27,127412924
2001-05-02,3557.06,3588.35,3462.26,3495.34,54064904
2001-05-03,3495.18,3538.4,3444.94,3521.84,114819756
2001-05-04,3500.28,3587.6,3475.51,3564.83,142424149
2001-05-07,3527.18,3553.71,3502.24,3514.39,131424562
2001-05-08,3484.34,3578.17,3432.68,3559.91,96354851
2001-05-09,3600.53,3621.67,3490.33,3520.76,92831009
2001-05-10,3498.94,3523.5,3411.0,3419.69,56792127
2001-05-11,3402.47,3434.53,3364.97,3378.82,71434525
2001-05-14,3404.24,3531.11,3393.17,3492.84,71386576
2001-05-15,3492.69,3522.81,3475.32,3495.78,53110670
2001-05-16,3461.38,3486.06,3425.49,3439.21,128295121
2001-05-17,3427.07,3453.38,3290.32,3334.65,137813295
2001-05-18,3348.46,3350.53,3298.61,3305.41,67976443
2001-05-21,3335.75,3420.43,3316.39,3381.29,103765155
2001-05-22,3344.86,3376.6,3329.19,3357.27,101854861
2001-05-23,3357.61,3426.42,3307.78,3410.88,141321559
2001-05-24,3419.97,3426.47,3324.01,3343.77,95511258
2001-05-25,3348.41,3357.09,3290.74,3321.41,103873262
2001-05-28,3321.42,3329.68,3213.59,3230.8,113584863
2001-05-29,3232.3,3275.78,3156.22,3164.22,132284610
2001-05-30,3150.44,3180.18,3090.39,3130.2,129688374
2001-05-31,3117.91,3205.46,3084.31,3179.33,90237208
2001-06-01,3177.41,3194.26,3078.81,3085.26,105907088
2001-06-04,3091.46,3181.17,3059.07,3146.5,53576520
2001-06-05,3153.82,3185.38,3064.07,3109.45,127641510
2001-06-06,3115.25,3184.92,3105.99,3156.63,134426338
2001-06-07,3173.38,3245.07,3133.99,3225.67,82507072
2001-06-08,3189.41,3282.03,3186.94,3275.18,92103092
2001-06-11,3268.79,3280.09,3226.44,3251.72,132071195
2001-06-12,3284.54,3395.52,3279.93,3358.01,68533117
2001-06-13,3359.52,3422.28,3334.54,3371.79,100576565
2001-06-14,3356.72,3402.79,3272.92,3290.9,97551594
2001-06-15,3304.79,3412.72,3264.62,3377.69,85482091
2001-06-18,3386.61,3400.41,3295.52,3324.08,80181142
2001-06-19,3359.3,3496.88,3323.29,3456.51,142642432
2001-06-20,3473.51,3492.82,3387.15,3435.38,146860153
2001-06-21,3416.7,3451.93,3319.13,3339.18,102953249
2001-06-22,3364.7,3498.53,3348.85,3456.48,88605090
2001-06-25,3494.25,3542.81,3371.89,3405.99,114300930
2001-06-26,3382.61,3464.45,3353.35,3449.17,86456416
2001-06-27,3419.14,3473.89,3405.41,3442.87,139903592
2001-06-28,3476.35,3489.83,3412.46,3419.13,94331259
2001-06-29,3436.97,3477.1,3352.67,3354.6,123867070
2001-07-02,3393.07,3426.89,3279.33,3323.43,113847325
2001-07-03,3321.64,3369.72,3244.92,3261.74,136690951
2001-07-04,3227.23,3311.92,3214.75,3279.26,149144826
2001-07-05,3296.82,3429.69,3286.81,3383.2,73593960
2001-07-06,3418.43,3461.59,3283.7,3323.33,75006323
2001-07-09,3358.16,3499.34,3313.79,3451.27,51243818
2001-07-10,3434.57,3504.0,3416.17,3455.75,110981700
2001-07-11,3496.32,3532.26,3446.99,3505.4,117674279
2001-07-12,3502.71,3510.18,3428.33,3438.15,111594457
2001-07-13,3450.39,3498.1,3431.8,3495.64,89597485
2001-07-16,3501.33,3566.2,3456.11,3555.38,104423996
2001-07-17,3583.28,3592.87,3546.72,3586.57,74800912
2001-07-18,3628.03,3679.07,3620.95,3623.12,101482483
2001-07-19,3600.12,3707.32,3582.56,3654.94,147023650
2001-07-20,3661.33,3682.25,3594.78,3608.95,139628735
2001-07-23,3575.88,3598.69,3506.91,3534.43,144429826
2001-07-24,3557.32,3633.06,3507.02,3597.93,99330907
2001-07-25,3607.83,3616.62,3537.38,3547.03,131300905
2001-07-26,3536.27,3628.28,3495.67,3579.12,139133246
2001-07-27,3607.09,3701.74,3574.12,3663.76,60988446
2001-07-30,3666.01,3693.3,3615.41,3672.2,65060409
2001-07-31,3633.58,3672.5,3601.59,3643.97,70112846
2001-08-01,3614.63,3717.01,3577.17,3691.51,146223100
2001-08-02,3698.88,3728.1,3563.98,3608.09,110858653
2001-08-03,3576.22,3607.25,3527.47,3558.07,140297353
2001-08-06,3584.28,3654.97,3540.06,3632.3,79246218
2001-08-07,3639.13,3659.13,3534.8,3539.84,58087373
2001-08-08,3576.76,3626.98,3480.93,3484.27,104877191
2001-08-09,3457.51,3491.4,3344.43,3381.88,106420024
2001-08-10,3371.69,3475.03,3325.17,3450.86,100666702
2001-08-13,3440.56,3513.4,3411.93,3478.28,137715861
2001-08-14,3508.36,3560.62,3406.83,3428.08,67092236
2001-08-15,3446.83,3448.72,3386.66,3389.48,90045602
2001-08-16,3386.47,3453.8,3366.15,3430.98,80824989
2001-08-17,3410.19,3425.53,3331.1,3378.72,147311066
2001-08-20,3400.24,3434.49,3273.69,3304.81,52099943
2001-08-21,3284.24,3314.17,3176.66,3198.97,140197485
2001-08-22,3214.58,3250.7,3107.72,3127.53,81452485
2001-08-23,3130.52,3215.65,3122.59,3178.3,88824283
2001-08-24,3158.02,3265.58,3130.0,3236.92,140265703
2001-08-27,3261.65,3304.72,3162.68,3210.16,119961132
2001-08-28,3188.67,3193.09,3105.6,3150.5,148678498
2001-08-29,3181.62,3227.14,3157.17,3205.68,96226575
2001-08-30,3239.65,3311.88,3223.06,3272.96,105878146
2001-08-31,3265.75,3276.09,3199.76,3226.54,82342202
2001-09-03,3253.59,3288.6,3175.52,3214.69,57734153
2001-09-04,3219.5,3338.27,3211.63,3309.87,82595918
2001-09-05,3290.4,3295.82,3234.02,3256.89,99805178
2001-09-06,3225.04,3279.16,3210.87,3268.5,140418714
2001-09-07,3276.73,3281.83,3147.44,3186.2,128864147
2001-09-10,3203.36,3238.62,3161.37,3214.67,94689713
2001-09-11,3199.48,3289.7,3189.07,3278.0,149519117
2001-09-12,3247.89,3370.15,3234.84,3345.24,131121400
2001-09-13,3361.6,3374.95,3323.51,3340.76,87991562
2001-09-14,3331.19,3356.97,3316.89,3337.91,118829070
2001-09-17,3368.58,3409.48,3324.81,3361.71,92980983
2001-09-18,3395.14,3417.21,3339.64,3368.8,79698906
2001-09-19,3388.3,3417.18,3260.45,3289.95,146638366
2001-09-20,3283.44,3300.79,3195.65,3214.97,82981324
2001-09-21,3214.91,3278.58,3201.31,3244.74,115581613
